taxon_concept_id,rank,ancestors_taxon_concepts_ids,preferred_scientific_names,preferred_common_names,hierarchy_entry_id,resource_name,content_provider_name,identifier
3332,species,"162,3329",Gnaphalium viscosum Kunth,"",,,,
"","","","","",3336,NMNH Botany Elevation Data (Summarized),,Gnaphalium_viscosum_Kunth
3333,genus,162,"","",,,,
"","","","","",3337,,,""
3334,species,"162,3333",Goethalsia meiantha (Donn. Sm.) Burret,"",,,,
"","","","","",3338,NMNH Botany Elevation Data (Summarized),,Goethalsia_meiantha_(Donn._Sm.)_Burret
3335,genus,162,"","",,,,
"","","","","",3339,,,""
3336,species,"162,3335",Gomphichis traceyae Rolfe,"",,,,
"","","","","",3340,NMNH Botany Elevation Data (Summarized),,Gomphichis_traceyae_Rolfe
3337,genus,162,"","",,,,
"","","","","",3341,,,""
3338,species,"162,3337",Gonzalagunia brachyantha (A. Rich.) Urb.,"",,,,
"","","","","",3342,NMNH Botany Elevation Data (Summarized),,Gonzalagunia_brachyantha_(A._Rich.)_Urb.
3339,species,"162,3337",Gonzalagunia hirsuta (Jacq.) K. Schum.,"",,,,
"","","","","",3343,NMNH Botany Elevation Data (Summarized),,Gonzalagunia_hirsuta_(Jacq.)_K._Schum.
3340,species,"162,3337",Gonzalagunia hirsuta Schum.,"",,,,
"","","","","",3344,NMNH Botany Elevation Data (Summarized),,Gonzalagunia_hirsuta_Schum.
3341,genus,162,"","",,,,
"","","","","",3345,,,""
3342,species,"162,3341",Goodyera oblongifolia Raf.,"",,,,
"","","","","",3346,NMNH Botany Elevation Data (Summarized),,Goodyera_oblongifolia_Raf.
3343,species,"162,3341",Goodyera repens (L.) R. Br.,"",,,,
"","","","","",3347,NMNH Botany Elevation Data (Summarized),,Goodyera_repens_(L.)_R._Br.
3344,variety,"162,3341",Goodyera repens var. ophioides Fernald,"",,,,
"","","","","",3348,NMNH Botany Elevation Data (Summarized),,Goodyera_repens_var._ophioides_Fernald
3345,genus,162,"","",,,,
"","","","","",3349,,,""
3346,species,"162,3345",Gordonia brandegeei,"",,,,
"","","","","",3350,NMNH Botany Elevation Data (Summarized),,Gordonia_brandegeei
3347,species,"162,3345",Gordonia fruticosa (Schrad.) H. Keng,"",,,,
"","","","","",3351,NMNH Botany Elevation Data (Summarized),,Gordonia_fruticosa_(Schrad.)_H._Keng
3348,species,"162,3345",Gordonia haematoxylon Sw.,"",,,,
"","","","","",3352,NMNH Botany Elevation Data (Summarized),,Gordonia_haematoxylon_Sw.
3349,species,"162,3345",Gordonia papuana,"",,,,
"","","","","",3353,NMNH Botany Elevation Data (Summarized),,Gordonia_papuana
3350,genus,162,"","",,,,
"","","","","",3354,,,""
3351,species,"162,3350",Gossypium barbadense L.,"",,,,
"","","","","",3355,NMNH Botany Elevation Data (Summarized),,Gossypium_barbadense_L.
3352,species,"162,3350",Gossypium hirsutum L.,"",,,,
"","","","","",3356,NMNH Botany Elevation Data (Summarized),,Gossypium_hirsutum_L.
3353,variety,"162,3350",Gossypium hirsutum var. taitense (Parl.) Roberty,"",,,,
"","","","","",3357,NMNH Botany Elevation Data (Summarized),,Gossypium_hirsutum_var._taitense_(Parl.)_Roberty
3354,genus,162,"","",,,,
"","","","","",3358,,,""
3355,species,"162,3354",Gouania lupuloides (L.) Urb.,"",,,,
"","","","","",3359,NMNH Botany Elevation Data (Summarized),,Gouania_lupuloides_(L.)_Urb.
3356,species,"162,3354",Gouania meyenii Steud.,"",,,,
"","","","","",3360,NMNH Botany Elevation Data (Summarized),,Gouania_meyenii_Steud.
3357,species,"162,3354",Gouania polygama (Jacq.) Urb.,"",,,,
"","","","","",3361,NMNH Botany Elevation Data (Summarized),,Gouania_polygama_(Jacq.)_Urb.
3358,genus,162,"","",,,,
"","","","","",3362,,,""
3359,species,"162,3358",Graffenrieda latifolia (Naudin) Triana,"",,,,
"","","","","",3363,NMNH Botany Elevation Data (Summarized),,Graffenrieda_latifolia_(Naudin)_Triana
3360,genus,162,"","",,,,
"","","","","",3364,,,""
3361,species,"162,3360",Grammitis asplenifolia (L.) Proctor,"",,,,
"","","","","",3365,NMNH Botany Elevation Data (Summarized),,Grammitis_asplenifolia_(L.)_Proctor
3362,species,"162,3360",Grammitis flabelliformis (Poir.) C.V. Morton,"",,,,
"","","","","",3366,NMNH Botany Elevation Data (Summarized),,Grammitis_flabelliformis_(Poir.)_C.V._Morton
3363,genus,162,"","",,,,
"","","","","",3367,,,""
3364,species,"162,3363",Grewia biloba G. Don,"",,,,
"","","","","",3368,NMNH Botany Elevation Data (Summarized),,Grewia_biloba_G._Don
3365,species,"162,3363",Grewia crenata (J.R. Forst. & G. Forst.) Schinz & Guillaumin,"",,,,
"","","","","",3369,NMNH Botany Elevation Data (Summarized),,Grewia_crenata_(J.R._Forst._&_G._Forst.)_Schinz_&_Guillaumin
3366,species,"162,3363",Grewia mollis Juss.,"",,,,
"","","","","",3370,NMNH Botany Elevation Data (Summarized),,Grewia_mollis_Juss.
3367,species,"162,3363",Grewia orientalis L.,"",,,,
"","","","","",3371,NMNH Botany Elevation Data (Summarized),,Grewia_orientalis_L.
3368,species,"162,3363",Grewia populifolia Vahl,"",,,,
"","","","","",3372,NMNH Botany Elevation Data (Summarized),,Grewia_populifolia_Vahl
3369,species,"162,3363",Grewia rothii DC.,"",,,,
"","","","","",3373,NMNH Botany Elevation Data (Summarized),,Grewia_rothii_DC.
3370,species,"162,3363",Grewia similis K. Schum.,"",,,,
"","","","","",3374,NMNH Botany Elevation Data (Summarized),,Grewia_similis_K._Schum.
3371,genus,162,"","",,,,
"","","","","",3375,,,""
3372,species,"162,3371",Griffithsochloa multifida (Griffiths) Pierce,"",,,,
"","","","","",3376,NMNH Botany Elevation Data (Summarized),,Griffithsochloa_multifida_(Griffiths)_Pierce
3373,genus,162,"","",,,,
"","","","","",3377,,,""
3374,species,"162,3373",Grindelia fraxino-pratensis Reveal & Beatley,"",,,,
"","","","","",3378,NMNH Botany Elevation Data (Summarized),,Grindelia_fraxino-pratensis_Reveal_&_Beatley
3375,genus,162,"","",,,,
"","","","","",3379,,,""
3376,species,"162,3375",Guadua aculeata Rupr. ex E. Fourn.,"",,,,
"","","","","",3380,NMNH Botany Elevation Data (Summarized),,Guadua_aculeata_Rupr._ex_E._Fourn.
3377,species,"162,3375",Guadua amplexifolia C. Presl,"",,,,
"","","","","",3381,NMNH Botany Elevation Data (Summarized),,Guadua_amplexifolia_C._Presl
3378,species,"162,3375",Guadua angustifolia Kunth,"",,,,
"","","","","",3382,NMNH Botany Elevation Data (Summarized),,Guadua_angustifolia_Kunth
3379,variety,"162,3375",Guadua angustifolia var. bicolor Londoño,"",,,,
"","","","","",3383,NMNH Botany Elevation Data (Summarized),,Guadua_angustifolia_var._bicolor_Londoño
3380,species,"162,3375",Guadua calderoniana Londoño & Judz.,"",,,,
"","","","","",3384,NMNH Botany Elevation Data (Summarized),,Guadua_calderoniana_Londoño_&_Judz.
3381,species,"162,3375",Guadua chacoensis (Rojas) Londoño & P.M. Peterson,"",,,,
"","","","","",3385,NMNH Botany Elevation Data (Summarized),,Guadua_chacoensis_(Rojas)_Londoño_&_P.M._Peterson
3382,species,"162,3375",Guadua ciliata Londoño & Davidse,"",,,,
"","","","","",3386,NMNH Botany Elevation Data (Summarized),,Guadua_ciliata_Londoño_&_Davidse
3383,species,"162,3375",Guadua glomerata Munro,"",,,,
"","","","","",3387,NMNH Botany Elevation Data (Summarized),,Guadua_glomerata_Munro
3384,species,"162,3375",Guadua longifolia (E. Fourn.) R.W. Pohl,"",,,,
"","","","","",3388,NMNH Botany Elevation Data (Summarized),,Guadua_longifolia_(E._Fourn.)_R.W._Pohl
3385,species,"162,3375",Guadua macrospiculata Londoño & L.G. Clark,"",,,,
"","","","","",3389,NMNH Botany Elevation Data (Summarized),,Guadua_macrospiculata_Londoño_&_L.G._Clark
3386,species,"162,3375",Guadua paniculata Munro,"",,,,
"","","","","",3390,NMNH Botany Elevation Data (Summarized),,Guadua_paniculata_Munro
3387,species,"162,3375",Guadua paraguayana Döll,"",,,,
"","","","","",3391,NMNH Botany Elevation Data (Summarized),,Guadua_paraguayana_Döll
3388,species,"162,3375",Guadua refracta Munro,"",,,,
"","","","","",3392,NMNH Botany Elevation Data (Summarized),,Guadua_refracta_Munro
3389,species,"162,3375",Guadua sarcocarpa Londoño & P.M. Peterson,"",,,,
"","","","","",3393,NMNH Botany Elevation Data (Summarized),,Guadua_sarcocarpa_Londoño_&_P.M._Peterson
3390,subspecies,"162,3375",Guadua sarcocarpa subsp. purpuracea Londoño & P.M. Peterson,"",,,,
"","","","","",3394,NMNH Botany Elevation Data (Summarized),,Guadua_sarcocarpa_subsp._purpuracea_Londoño_&_P.M._Peterson
3391,species,"162,3375",Guadua superba Huber,"",,,,
"","","","","",3395,NMNH Botany Elevation Data (Summarized),,Guadua_superba_Huber
3392,species,"162,3375",Guadua tagoara (Nees) Kunth,"",,,,
"","","","","",3396,NMNH Botany Elevation Data (Summarized),,Guadua_tagoara_(Nees)_Kunth
3393,species,"162,3375",Guadua trinii (Nees) Nees ex Rupr.,"",,,,
"","","","","",3397,NMNH Botany Elevation Data (Summarized),,Guadua_trinii_(Nees)_Nees_ex_Rupr.
3394,species,"162,3375",Guadua velutina Londoño & L.G. Clark,"",,,,
"","","","","",3398,NMNH Botany Elevation Data (Summarized),,Guadua_velutina_Londoño_&_L.G._Clark
3395,species,"162,3375",Guadua weberbaueri Pilg.,"",,,,
"","","","","",3399,NMNH Botany Elevation Data (Summarized),,Guadua_weberbaueri_Pilg.
3396,genus,162,"","",,,,
"","","","","",3400,,,""
3397,species,"162,3396",Guaiacum officinale L.,"",,,,
"","","","","",3401,NMNH Botany Elevation Data (Summarized),,Guaiacum_officinale_L.
3398,species,"162,3396",Guaiacum sanctum L.,"",,,,
"","","","","",3402,NMNH Botany Elevation Data (Summarized),,Guaiacum_sanctum_L.
3399,genus,162,"","",,,,
"","","","","",3403,,,""
3400,species,"162,3399",Guapira discolor (Spreng.) Little,"",,,,
"","","","","",3404,NMNH Botany Elevation Data (Summarized),,Guapira_discolor_(Spreng.)_Little
3401,species,"162,3399",Guapira fragrans (Dum.-Cours.) Little,"",,,,
"","","","","",3405,NMNH Botany Elevation Data (Summarized),,Guapira_fragrans_(Dum.-Cours.)_Little
3402,genus,162,"","",,,,
"","","","","",3406,,,""
3403,species,"162,3402",Guarea glabra Vahl,"",,,,
"","","","","",3407,NMNH Botany Elevation Data (Summarized),,Guarea_glabra_Vahl
3404,species,"162,3402",Guarea guidonia (L.) Sleumer,"",,,,
"","","","","",3408,NMNH Botany Elevation Data (Summarized),,Guarea_guidonia_(L.)_Sleumer
3405,genus,162,"","",,,,
"","","","","",3409,,,""
3406,species,"162,3405",Guatteria blainii (Griseb.) Urb.,"",,,,
"","","","","",3410,NMNH Botany Elevation Data (Summarized),,Guatteria_blainii_(Griseb.)_Urb.
3407,genus,162,"","",,,,
"","","","","",3411,,,""
3408,species,"162,3407",Guazuma crinita Mart.,"",,,,
"","","","","",3412,NMNH Botany Elevation Data (Summarized),,Guazuma_crinita_Mart.
3409,species,"162,3407",Guazuma ulmifolia Lam.,"",,,,
"","","","","",3413,NMNH Botany Elevation Data (Summarized),,Guazuma_ulmifolia_Lam.
3410,variety,"162,3407",Guazuma ulmifolia var. ulmifolia Lam.,"",,,,
"","","","","",3414,NMNH Botany Elevation Data (Summarized),,Guazuma_ulmifolia_var._ulmifolia_Lam.
3411,genus,162,"","",,,,
"","","","","",3415,,,""
3412,species,"162,3411",Guettarda argentea Lam.,"",,,,
"","","","","",3416,NMNH Botany Elevation Data (Summarized),,Guettarda_argentea_Lam.
3413,species,"162,3411",Guettarda crispiflora Vahl,"",,,,
"","","","","",3417,NMNH Botany Elevation Data (Summarized),,Guettarda_crispiflora_Vahl
3414,species,"162,3411",Guettarda elliptica Sw.,"",,,,
"","","","","",3418,NMNH Botany Elevation Data (Summarized),,Guettarda_elliptica_Sw.
3415,species,"162,3411",Guettarda lindeniana A. Rich.,"",,,,
"","","","","",3419,NMNH Botany Elevation Data (Summarized),,Guettarda_lindeniana_A._Rich.
3416,species,"162,3411",Guettarda odorata (Jacq.) Lam.,"",,,,
"","","","","",3420,NMNH Botany Elevation Data (Summarized),,Guettarda_odorata_(Jacq.)_Lam.
3417,species,"162,3411",Guettarda ovalifolia Urb.,"",,,,
"","","","","",3421,NMNH Botany Elevation Data (Summarized),,Guettarda_ovalifolia_Urb.
3418,species,"162,3411",Guettarda pungens Urb.,"",,,,
"","","","","",3422,NMNH Botany Elevation Data (Summarized),,Guettarda_pungens_Urb.
3419,species,"162,3411",Guettarda scabra (L.) Vent.,"",,,,
"","","","","",3423,NMNH Botany Elevation Data (Summarized),,Guettarda_scabra_(L.)_Vent.
3420,species,"162,3411",Guettarda speciosa L.,"",,,,
"","","","","",3424,NMNH Botany Elevation Data (Summarized),,Guettarda_speciosa_L.
3421,species,"162,3411",Guettarda valenzuelana A. Rich.,"",,,,
"","","","","",3425,NMNH Botany Elevation Data (Summarized),,Guettarda_valenzuelana_A._Rich.
3422,genus,162,"","",,,,
"","","","","",3426,,,""
3423,species,"162,3422",Guilandina bonduc L.,"",,,,
"","","","","",3427,NMNH Botany Elevation Data (Summarized),,Guilandina_bonduc_L.
3424,genus,162,"","",,,,
"","","","","",3428,,,""
3425,species,"162,3424",Gundlachia corymbosa (Urb.) Britton ex Bold.,"",,,,
"","","","","",3429,NMNH Botany Elevation Data (Summarized),,Gundlachia_corymbosa_(Urb.)_Britton_ex_Bold.
3426,genus,162,"","",,,,
"","","","","",3430,,,""
3427,species,"162,3426",Gunnera brephogea B.L. Linden & André,"",,,,
"","","","","",3431,NMNH Botany Elevation Data (Summarized),,Gunnera_brephogea_B.L._Linden_&_André
3428,species,"162,3426",Gunnera insignis (Oerst.) A. DC.,"",,,,
"","","","","",3432,NMNH Botany Elevation Data (Summarized),,Gunnera_insignis_(Oerst.)_A._DC.
3429,species,"162,3426",Gunnera macrophylla Blume,"",,,,
"","","","","",3433,NMNH Botany Elevation Data (Summarized),,Gunnera_macrophylla_Blume
3430,species,"162,3426",Gunnera magallanica Lam.,"",,,,
"","","","","",3434,NMNH Botany Elevation Data (Summarized),,Gunnera_magallanica_Lam.
3431,species,"162,3426",Gunnera magnifica H. St. John,"",,,,
"","","","","",3435,NMNH Botany Elevation Data (Summarized),,Gunnera_magnifica_H._St._John
3432,species,"162,3426",Gunnera petaloidea Gaudich.,"",,,,
"","","","","",3436,NMNH Botany Elevation Data (Summarized),,Gunnera_petaloidea_Gaudich.
3433,species,"162,3426",Gunnera pilosa Kunth,"",,,,
"","","","","",3437,NMNH Botany Elevation Data (Summarized),,Gunnera_pilosa_Kunth
3434,genus,162,"","",,,,
"","","","","",3438,,,""
3435,species,"162,3434",Gutierrezia sarothrae (Pursh) Britton & Rusby,"",,,,
"","","","","",3439,NMNH Botany Elevation Data (Summarized),,Gutierrezia_sarothrae_(Pursh)_Britton_&_Rusby
3436,genus,162,"","",,,,
"","","","","",3440,,,""
3437,variety,"162,3436",Guzmania lingulata var. lingulata (L.) Mez,"",,,,
"","","","","",3441,NMNH Botany Elevation Data (Summarized),,Guzmania_lingulata_var._lingulata_(L.)_Mez
3438,species,"162,3436",Guzmania megastachya (Baker) Mez,"",,,,
"","","","","",3442,NMNH Botany Elevation Data (Summarized),,Guzmania_megastachya_(Baker)_Mez
3439,species,"162,3436",Guzmania monostachia (L.) Rusby ex Mez,"",,,,
"","","","","",3443,NMNH Botany Elevation Data (Summarized),,Guzmania_monostachia_(L.)_Rusby_ex_Mez
3440,species,"162,3436",Guzmania plumieri (Griseb.) Mez,"",,,,
"","","","","",3444,NMNH Botany Elevation Data (Summarized),,Guzmania_plumieri_(Griseb.)_Mez
3441,genus,162,"","",,,,
"","","","","",3445,,,""
3442,species,"162,3441",Gyminda latifolia (Sw.) Urb.,"",,,,
"","","","","",3446,NMNH Botany Elevation Data (Summarized),,Gyminda_latifolia_(Sw.)_Urb.
3443,genus,162,"","",,,,
"","","","","",3447,,,""
3444,species,"162,3443",Gymnanthes elliptica Sw.,"",,,,
"","","","","",3448,NMNH Botany Elevation Data (Summarized),,Gymnanthes_elliptica_Sw.
3445,species,"162,3443",Gymnanthes lucida Sw.,"",,,,
"","","","","",3449,NMNH Botany Elevation Data (Summarized),,Gymnanthes_lucida_Sw.
3446,genus,162,"","",,,,
"","","","","",3450,,,""
3447,species,"162,3446",Gynerium sagittatum (Aubl.) P. Beauv.,"",,,,
"","","","","",3451,NMNH Botany Elevation Data (Summarized),,Gynerium_sagittatum_(Aubl.)_P._Beauv.
3448,genus,162,"","",,,,
"","","","","",3452,,,""
3449,species,"162,3448",Gynochthodes trimera,"",,,,
"","","","","",3453,NMNH Botany Elevation Data (Summarized),,Gynochthodes_trimera
3450,genus,162,"","",,,,
"","","","","",3454,,,""
3451,species,"162,3450",Gynotroches axillaris Blume,"",,,,
"","","","","",3455,NMNH Botany Elevation Data (Summarized),,Gynotroches_axillaris_Blume
3452,genus,162,"","",,,,
"","","","","",3456,,,""
3453,species,"162,3452",Gyrotaenia myriocarpa Griseb.,"",,,,
"","","","","",3457,NMNH Botany Elevation Data (Summarized),,Gyrotaenia_myriocarpa_Griseb.
3454,genus,162,"","",,,,
"","","","","",3458,,,""
3455,species,"162,3454",Habenaria parviflora Lindl.,"",,,,
"","","","","",3459,NMNH Botany Elevation Data (Summarized),,Habenaria_parviflora_Lindl.
3456,genus,162,"","",,,,
"","","","","",3460,,,""
3457,species,"162,3456",Hackelochloa granularis (L.) Kuntze,"",,,,
"","","","","",3461,NMNH Botany Elevation Data (Summarized),,Hackelochloa_granularis_(L.)_Kuntze
3458,genus,162,"","",,,,
"","","","","",3462,,,""
3459,species,"162,3458",Haematoxylum brasiletto H. Karst.,"",,,,
"","","","","",3463,NMNH Botany Elevation Data (Summarized),,Haematoxylum_brasiletto_H._Karst.
3460,species,"162,3458",Haematoxylum campechianum L.,"",,,,
"","","","","",3464,NMNH Botany Elevation Data (Summarized),,Haematoxylum_campechianum_L.
3461,genus,162,"","",,,,
"","","","","",3465,,,""
3462,species,"162,3461",Haenianthus salicifolius Griseb.,"",,,,
"","","","","",3466,NMNH Botany Elevation Data (Summarized),,Haenianthus_salicifolius_Griseb.
3463,variety,"162,3461",Haenianthus salicifolius var. obovatus (Krug & Urb.) Knobl.,"",,,,
"","","","","",3467,NMNH Botany Elevation Data (Summarized),,Haenianthus_salicifolius_var._obovatus_(Krug_&_Urb.)_Knobl.
3464,genus,162,"","",,,,
"","","","","",3468,,,""
3465,species,"162,3464",Hamelia axillaris Sw.,"",,,,
"","","","","",3469,NMNH Botany Elevation Data (Summarized),,Hamelia_axillaris_Sw.
3466,species,"162,3464",Hamelia patens Jacq.,"",,,,
"","","","","",3470,NMNH Botany Elevation Data (Summarized),,Hamelia_patens_Jacq.
3467,genus,162,"","",,,,
"","","","","",3471,,,""
3468,species,"162,3467",Haplopteris elongata (Sw.) Crane,"",,,,
"","","","","",3472,NMNH Botany Elevation Data (Summarized),,Haplopteris_elongata_(Sw.)_Crane
3469,genus,162,"","",,,,
"","","","","",3473,,,""
3470,species,"162,3469",Hebeclinium macrophyllum (L.) DC.,"",,,,
"","","","","",3474,NMNH Botany Elevation Data (Summarized),,Hebeclinium_macrophyllum_(L.)_DC.
3471,genus,162,"","",,,,
"","","","","",3475,,,""
3472,species,"162,3471",Hedera sinensis Tobler,"",,,,
"","","","","",3476,NMNH Botany Elevation Data (Summarized),,Hedera_sinensis_Tobler
3473,genus,162,"","",,,,
"","","","","",3477,,,""
3474,species,"162,3473",Hedycarya dorstenioides A. Gray,"",,,,
"","","","","",3478,NMNH Botany Elevation Data (Summarized),,Hedycarya_dorstenioides_A._Gray
3475,genus,162,"","",,,,
"","","","","",3479,,,""
3476,species,"162,3475",Hedychium coronarium J. Koenig,"",,,,
"","","","","",3480,NMNH Botany Elevation Data (Summarized),,Hedychium_coronarium_J._Koenig
3477,genus,162,"","",,,,
"","","","","",3481,,,""
3478,species,"162,3477",Hedyosmum arborescens Sw.,"",,,,
"","","","","",3482,NMNH Botany Elevation Data (Summarized),,Hedyosmum_arborescens_Sw.
3479,species,"162,3477",Hedyosmum nutans Sw.,"",,,,
"","","","","",3483,NMNH Botany Elevation Data (Summarized),,Hedyosmum_nutans_Sw.
3480,genus,162,"","",,,,
"","","","","",3484,,,""
3481,species,"162,3480",Hedyotis biflora (L.) Lam.,"",,,,
"","","","","",3485,NMNH Botany Elevation Data (Summarized),,Hedyotis_biflora_(L.)_Lam.
3482,genus,162,"","",,,,
"","","","","",3486,,,""
3483,species,"162,3482",Heisteria coccinea Jacq.,"",,,,
"","","","","",3487,NMNH Botany Elevation Data (Summarized),,Heisteria_coccinea_Jacq.
3484,genus,162,"","",,,,
"","","","","",3488,,,""
3485,species,"162,3484",Helianthus annuus L.,"",,,,
"","","","","",3489,NMNH Botany Elevation Data (Summarized),,Helianthus_annuus_L.
3486,genus,162,"","",,,,
"","","","","",3490,,,""
3487,species,"162,3486",Helicteres jamaicensis Jacq.,"",,,,
"","","","","",3491,NMNH Botany Elevation Data (Summarized),,Helicteres_jamaicensis_Jacq.
3488,genus,162,"","",,,,
"","","","","",3492,,,""
3489,species,"162,3488",Heliocarpus americanus L.,"",,,,
"","","","","",3493,NMNH Botany Elevation Data (Summarized),,Heliocarpus_americanus_L.
3490,species,"162,3488",Heliocarpus appendiculatus Turcz.,"",,,,
"","","","","",3494,NMNH Botany Elevation Data (Summarized),,Heliocarpus_appendiculatus_Turcz.
3491,species,"162,3488",Heliocarpus mexicanus (Turcz.) Sprague,"",,,,
"","","","","",3495,NMNH Botany Elevation Data (Summarized),,Heliocarpus_mexicanus_(Turcz.)_Sprague
3492,species,"162,3488",Heliocarpus popayanensis Kunth,"",,,,
"","","","","",3496,NMNH Botany Elevation Data (Summarized),,Heliocarpus_popayanensis_Kunth
3493,genus,162,"","",,,,
"","","","","",3497,,,""
3494,species,"162,3493",Heliotropium angiospermum Murray,"",,,,
"","","","","",3498,NMNH Botany Elevation Data (Summarized),,Heliotropium_angiospermum_Murray
3495,species,"162,3493",Heliotropium curassavicum L.,"",,,,
"","","","","",3499,NMNH Botany Elevation Data (Summarized),,Heliotropium_curassavicum_L.
3496,species,"162,3493",Heliotropium foertherianum Diané & Hilger,"",,,,
"","","","","",3500,NMNH Botany Elevation Data (Summarized),,Heliotropium_foertherianum_Diané_&_Hilger
3497,species,"162,3493",Heliotropium indicum L.,"",,,,
"","","","","",3501,NMNH Botany Elevation Data (Summarized),,Heliotropium_indicum_L.
3498,species,"162,3493",Heliotropium microphyllum Sw. ex Wikstr.,"",,,,
"","","","","",3502,NMNH Botany Elevation Data (Summarized),,Heliotropium_microphyllum_Sw._ex_Wikstr.
3499,species,"162,3493",Heliotropium parviflorum L.,"",,,,
"","","","","",3503,NMNH Botany Elevation Data (Summarized),,Heliotropium_parviflorum_L.
3500,species,"162,3493",Heliotropium ternatum Vahl,"",,,,
"","","","","",3504,NMNH Botany Elevation Data (Summarized),,Heliotropium_ternatum_Vahl
3501,genus,162,"","",,,,
"","","","","",3505,,,""
3502,species,"162,3501",Helleria livida,"",,,,
"","","","","",3506,NMNH Botany Elevation Data (Summarized),,Helleria_livida
3503,genus,162,"","",,,,
"","","","","",3507,,,""
3504,species,"162,3503",Hemionitis palmata L.,"",,,,
"","","","","",3508,NMNH Botany Elevation Data (Summarized),,Hemionitis_palmata_L.
3505,genus,162,"","",,,,
"","","","","",3509,,,""
3506,species,"162,3505",Henckelia communis (Gardner) D.J. Middleton & Mich. Möller,"",,,,
"","","","","",3510,NMNH Botany Elevation Data (Summarized),,Henckelia_communis_(Gardner)_D.J._Middleton_&_Mich._Möller
3507,species,"162,3505",Henckelia humboldtiana (Gardner) A. Weber & B.L. Burtt,"",,,,
"","","","","",3511,NMNH Botany Elevation Data (Summarized),,Henckelia_humboldtiana_(Gardner)_A._Weber_&_B.L._Burtt
3508,species,"162,3505",Henckelia incana (Vahl) Spreng.,"",,,,
"","","","","",3512,NMNH Botany Elevation Data (Summarized),,Henckelia_incana_(Vahl)_Spreng.
3509,genus,162,"","",,,,
"","","","","",3513,,,""
3510,species,"162,3509",Henriettea fascicularis (Sw.) M. Gómez,"",,,,
"","","","","",3514,NMNH Botany Elevation Data (Summarized),,Henriettea_fascicularis_(Sw.)_M._Gómez
3511,genus,162,"","",,,,
"","","","","",3515,,,""
3512,species,"162,3511",Heppiella repens Hanst.,"",,,,
"","","","","",3516,NMNH Botany Elevation Data (Summarized),,Heppiella_repens_Hanst.
3513,species,"162,3511",Heppiella ulmifolia (Kunth) Hanst.,"",,,,
"","","","","",3517,NMNH Botany Elevation Data (Summarized),,Heppiella_ulmifolia_(Kunth)_Hanst.
3514,species,"162,3511",Heppiella verticillata (Cav.) Cuatrec.,"",,,,
"","","","","",3518,NMNH Botany Elevation Data (Summarized),,Heppiella_verticillata_(Cav.)_Cuatrec.
3515,species,"162,3511",Heppiella viscida (Lindl. &) Fritsch,"",,,,
"","","","","",3519,NMNH Botany Elevation Data (Summarized),,Heppiella_viscida_(Lindl._&)_Fritsch
3516,genus,162,"","",,,,
"","","","","",3520,,,""
3517,species,"162,3516",Herissantia crispa (L.) Brizicky,"",,,,
"","","","","",3521,NMNH Botany Elevation Data (Summarized),,Herissantia_crispa_(L.)_Brizicky
3518,genus,162,"","",,,,
"","","","","",3522,,,""
3519,species,"162,3518",Heritiera littoralis Dryand.,"",,,,
"","","","","",3523,NMNH Botany Elevation Data (Summarized),,Heritiera_littoralis_Dryand.
3520,genus,162,"","",,,,
"","","","","",3524,,,""
3521,species,"162,3520",Hernandia sonora L.,"",,,,
"","","","","",3525,NMNH Botany Elevation Data (Summarized),,Hernandia_sonora_L.
3522,genus,162,"","",,,,
"","","","","",3526,,,""
3523,species,"162,3522",Herrania albiflora Goudot,"",,,,
"","","","","",3527,NMNH Botany Elevation Data (Summarized),,Herrania_albiflora_Goudot
3524,species,"162,3522",Herrania cuatrecasana García Barr.,"",,,,
"","","","","",3528,NMNH Botany Elevation Data (Summarized),,Herrania_cuatrecasana_García_Barr.
3525,species,"162,3522",Herrania mariae (Mart.) Decne. ex Goudot,"",,,,
"","","","","",3529,NMNH Botany Elevation Data (Summarized),,Herrania_mariae_(Mart.)_Decne._ex_Goudot
3526,species,"162,3522",Herrania nitida (Poepp.) R.E. Schult.,"",,,,
"","","","","",3530,NMNH Botany Elevation Data (Summarized),,Herrania_nitida_(Poepp.)_R.E._Schult.
3527,species,"162,3522",Herrania purpurea (Pittier) R.E. Schult.,"",,,,
"","","","","",3531,NMNH Botany Elevation Data (Summarized),,Herrania_purpurea_(Pittier)_R.E._Schult.
3528,genus,162,"","",,,,
"","","","","",3532,,,""
3529,species,"162,3528",Hesperomannia arborescens A. Gray,"",,,,
"","","","","",3533,NMNH Botany Elevation Data (Summarized),,Hesperomannia_arborescens_A._Gray
3530,genus,162,"","",,,,
"","","","","",3534,,,""
3531,species,"162,3530",Hesperostipa comata (Trin. & Rupr.) Barkworth,"",,,,
"","","","","",3535,NMNH Botany Elevation Data (Summarized),,Hesperostipa_comata_(Trin._&_Rupr.)_Barkworth
3532,genus,162,"","",,,,
"","","","","",3536,,,""
3533,species,"162,3532",Heteranthera reniformis Ruiz & Pav.,"",,,,
"","","","","",3537,NMNH Botany Elevation Data (Summarized),,Heteranthera_reniformis_Ruiz_&_Pav.
3534,genus,162,"","",,,,
"","","","","",3538,,,""
3535,species,"162,3534",Heteropogon contortus (L.) P. Beauv. ex Roem. & Schult.,"",,,,
"","","","","",3539,NMNH Botany Elevation Data (Summarized),,Heteropogon_contortus_(L.)_P._Beauv._ex_Roem._&_Schult.
